,horizon,total_time,plan_time,mehr_time,sol_time,out_time
0,2,49.833333333333336,41.0,0.0,6.666666666666667,2.1666666666666665
1,3,269.5833333333333,205.08333333333334,8.666666666666666,36.166666666666664,19.666666666666668
2,4,877.4166666666666,712.1666666666666,47.166666666666664,73.58333333333333,44.5
3,5,3422.6666666666665,3301.9166666666665,13.666666666666666,80.66666666666667,26.416666666666668
4,6,59003.5,19497.166666666668,38083.583333333336,660.5833333333334,762.1666666666666
